id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
43557,Male,Loyal Customer,21,Personal Travel,Business,637,4,4,4,4,3,4,3,3,3,4,4,4,4,3,5,0.0
12286,Male,Loyal Customer,38,Business travel,Eco,201,3,5,5,5,3,3,3,3,5,5,2,5,1,3,0,0.0
63147,Female,Loyal Customer,60,Business travel,Business,2310,3,3,3,3,4,5,4,2,2,2,2,5,2,5,0,0.0
116592,Female,Loyal Customer,40,Business travel,Business,337,3,3,3,3,2,5,5,4,4,4,4,3,4,3,0,0.0
73620,Female,Loyal Customer,53,Business travel,Business,3236,0,4,0,5,2,5,5,5,5,5,5,3,5,3,0,0.0
44011,Female,Loyal Customer,52,Personal Travel,Eco,397,3,5,3,2,2,4,4,5,5,3,5,3,5,4,0,0.0
42421,Male,Loyal Customer,64,Personal Travel,Eco Plus,817,2,3,2,1,4,2,5,4,1,4,1,3,5,4,0,0.0
106347,Male,Loyal Customer,60,Personal Travel,Business,551,3,1,3,2,2,2,3,1,1,3,1,3,1,2,0,0.0
115646,Male,Loyal Customer,31,Business travel,Eco,480,3,2,2,2,3,3,3,3,1,5,4,2,3,3,0,0.0
56301,Male,Loyal Customer,58,Personal Travel,Eco,2227,2,5,2,1,3,2,3,3,3,3,5,4,4,3,0,0.0
4829,Female,disloyal Customer,40,Business travel,Business,408,3,3,3,4,1,3,1,1,1,5,3,4,4,1,0,1.0
36358,Female,Loyal Customer,34,Business travel,Business,2602,2,2,4,2,2,1,2,5,5,4,4,2,5,4,0,0.0
110626,Female,Loyal Customer,38,Personal Travel,Eco,727,1,3,2,3,4,2,4,4,3,3,4,1,3,4,0,0.0
96772,Female,Loyal Customer,46,Business travel,Business,2366,3,3,3,3,3,5,5,3,3,4,3,4,3,5,42,35.0
22637,Male,Loyal Customer,33,Personal Travel,Eco,300,3,4,3,1,3,5,5,3,4,5,5,5,4,5,158,150.0
17122,Female,Loyal Customer,32,Business travel,Business,1633,2,2,2,2,5,5,5,5,5,5,5,3,2,5,0,10.0
24263,Male,Loyal Customer,66,Personal Travel,Eco,170,2,5,2,4,3,2,4,3,5,2,3,1,4,3,34,26.0
13174,Female,Loyal Customer,53,Business travel,Business,1630,4,1,1,1,4,4,3,4,4,3,4,2,4,1,0,0.0
119302,Female,Loyal Customer,66,Business travel,Eco,214,3,4,4,4,4,4,3,3,3,3,3,3,3,2,7,0.0
619,Male,Loyal Customer,43,Business travel,Business,312,5,5,5,5,2,4,5,5,5,5,5,4,5,3,0,0.0
80873,Female,Loyal Customer,49,Personal Travel,Eco,484,3,4,3,3,3,5,4,4,4,3,4,5,4,3,0,0.0
20044,Male,Loyal Customer,55,Business travel,Eco,738,5,5,5,5,5,5,5,5,4,5,2,5,2,5,0,0.0
930,Female,disloyal Customer,26,Business travel,Business,354,1,2,1,3,4,1,4,4,3,1,4,2,4,4,0,0.0
114894,Male,disloyal Customer,44,Business travel,Business,337,4,4,4,1,2,4,2,2,4,5,4,3,4,2,8,8.0
86331,Male,Loyal Customer,54,Personal Travel,Business,749,1,4,1,5,4,4,1,1,1,1,1,4,1,5,0,0.0
45083,Female,Loyal Customer,35,Business travel,Eco,196,4,2,2,2,4,4,4,4,4,3,2,3,4,4,9,0.0
124184,Female,Loyal Customer,57,Business travel,Business,2089,5,5,5,5,3,4,4,5,5,5,5,5,5,3,0,0.0
58249,Male,Loyal Customer,9,Personal Travel,Eco Plus,925,2,4,2,2,4,2,4,4,5,4,5,4,4,4,78,72.0
4770,Male,disloyal Customer,41,Business travel,Business,403,2,2,2,4,3,2,3,3,4,5,5,5,4,3,0,22.0
16383,Female,disloyal Customer,34,Business travel,Eco,463,1,0,1,2,1,1,1,1,4,5,2,5,1,1,5,8.0
42706,Male,Loyal Customer,63,Personal Travel,Eco,604,5,4,5,3,2,5,2,2,5,4,5,5,4,2,0,0.0
60148,Female,disloyal Customer,37,Business travel,Eco,720,3,3,3,1,1,3,1,1,4,4,1,5,2,1,0,0.0
77822,Male,Loyal Customer,58,Personal Travel,Eco,1282,4,5,4,2,2,4,2,2,5,2,4,3,4,2,26,10.0
62718,Female,Loyal Customer,51,Business travel,Eco,2556,4,5,4,5,4,4,4,4,5,4,3,4,3,4,3,0.0
39893,Female,Loyal Customer,62,Personal Travel,Eco,272,3,0,3,4,3,4,4,5,5,3,2,4,5,3,0,0.0
20621,Male,disloyal Customer,13,Business travel,Eco,783,2,2,2,4,5,2,5,5,4,5,4,1,3,5,30,20.0
107416,Male,Loyal Customer,60,Business travel,Business,3689,2,2,2,2,4,3,3,2,2,2,2,3,2,2,21,9.0
113811,Female,disloyal Customer,32,Business travel,Eco Plus,407,2,2,2,3,3,2,3,3,3,1,3,2,3,3,31,34.0
2253,Female,Loyal Customer,44,Business travel,Business,2736,4,4,4,4,5,4,4,5,5,5,5,3,5,5,10,15.0
57406,Female,Loyal Customer,58,Business travel,Business,455,5,5,5,5,5,4,4,3,3,4,3,5,3,3,64,62.0
113464,Male,Loyal Customer,46,Business travel,Business,223,1,1,1,1,5,4,3,2,2,2,1,3,2,2,0,0.0
1115,Male,Loyal Customer,15,Personal Travel,Eco,113,3,5,3,3,1,3,1,1,3,5,5,3,1,1,0,0.0
110022,Male,Loyal Customer,48,Personal Travel,Eco,1204,2,2,2,3,4,2,4,4,2,4,3,1,3,4,14,12.0
43168,Male,Loyal Customer,58,Personal Travel,Eco,840,1,4,1,3,2,1,2,2,5,4,5,4,5,2,0,0.0
16128,Female,Loyal Customer,21,Personal Travel,Eco,725,3,4,3,4,3,3,3,3,3,5,3,1,4,3,39,48.0
86337,Female,Loyal Customer,55,Personal Travel,Business,760,4,5,4,4,5,4,4,4,4,4,4,3,4,5,3,0.0
6274,Female,Loyal Customer,43,Business travel,Business,3967,3,4,4,4,1,4,3,3,3,3,3,4,3,4,0,2.0
87048,Female,disloyal Customer,24,Business travel,Business,594,0,0,0,4,5,0,5,5,3,5,4,4,5,5,21,10.0
94332,Female,Loyal Customer,45,Business travel,Business,2141,0,0,0,3,5,5,4,2,2,5,5,4,2,3,70,62.0
106076,Female,Loyal Customer,33,Business travel,Business,2270,1,1,1,1,4,5,5,5,5,5,5,5,5,5,0,0.0
91638,Female,Loyal Customer,58,Personal Travel,Eco,1184,4,4,4,4,4,4,3,2,5,4,4,3,3,3,186,186.0
61375,Male,disloyal Customer,25,Business travel,Business,679,4,5,4,3,5,4,5,5,3,5,5,3,5,5,0,0.0
14549,Female,Loyal Customer,35,Personal Travel,Eco,368,3,1,2,3,2,2,2,2,4,2,2,3,3,2,111,117.0
125629,Female,disloyal Customer,36,Business travel,Business,899,4,4,4,3,5,4,5,5,3,2,5,5,5,5,0,0.0
36694,Male,disloyal Customer,65,Personal Travel,Eco,1121,3,4,3,3,5,3,5,5,4,5,4,4,4,5,24,9.0
63561,Female,disloyal Customer,20,Business travel,Eco Plus,1009,2,0,2,3,3,2,2,3,3,1,3,3,3,3,2,0.0
53119,Female,Loyal Customer,54,Business travel,Eco,565,2,2,2,2,4,4,4,2,2,2,2,2,2,4,6,14.0
28145,Male,Loyal Customer,33,Business travel,Eco,569,3,5,3,5,5,5,5,5,2,3,3,4,5,5,0,0.0
53053,Male,Loyal Customer,65,Personal Travel,Eco,1190,3,4,3,3,4,3,4,4,4,5,5,5,4,4,19,10.0
57505,Female,Loyal Customer,19,Personal Travel,Eco,1075,2,5,2,1,5,2,3,5,3,3,5,4,4,5,3,28.0
78677,Female,Loyal Customer,16,Business travel,Business,761,4,4,4,4,5,5,5,5,3,4,5,4,4,5,0,0.0
59380,Female,Loyal Customer,62,Business travel,Business,3927,2,3,3,3,4,3,3,2,2,2,2,4,2,3,9,0.0
33910,Male,disloyal Customer,36,Business travel,Eco,636,2,3,2,3,1,2,1,1,4,1,2,3,3,1,0,5.0
83793,Male,Loyal Customer,48,Business travel,Business,2072,4,4,4,4,3,5,4,3,3,4,3,3,3,4,0,0.0
100868,Female,Loyal Customer,22,Business travel,Eco,1605,1,5,5,5,1,1,4,1,3,4,2,3,3,1,65,56.0
63129,Female,disloyal Customer,22,Business travel,Business,372,5,0,5,2,1,5,1,1,3,3,4,4,4,1,0,0.0
107199,Female,Loyal Customer,30,Personal Travel,Eco,402,3,4,3,5,5,3,5,5,5,5,5,5,5,5,0,0.0
115421,Female,Loyal Customer,49,Business travel,Business,3721,1,1,1,1,4,5,4,4,4,4,4,3,4,5,44,36.0
121561,Male,Loyal Customer,50,Business travel,Business,3092,1,1,4,1,3,3,3,1,1,1,1,4,1,4,13,69.0
23901,Female,Loyal Customer,59,Business travel,Eco,589,3,2,2,2,1,3,4,4,4,3,4,3,4,3,27,11.0
52298,Female,disloyal Customer,36,Business travel,Eco,261,3,1,4,3,1,4,1,1,3,1,4,4,3,1,0,0.0
78196,Male,Loyal Customer,53,Business travel,Business,3761,2,2,3,2,4,4,5,4,4,4,5,3,4,5,0,0.0
42477,Female,Loyal Customer,8,Personal Travel,Eco,429,1,1,1,3,2,1,4,2,3,4,3,3,4,2,0,4.0
40522,Male,Loyal Customer,45,Personal Travel,Eco Plus,290,4,4,4,3,3,4,3,3,3,5,5,4,5,3,0,3.0
18396,Female,Loyal Customer,38,Personal Travel,Eco,378,5,4,5,3,2,5,2,2,1,1,4,3,3,2,6,0.0
15834,Female,Loyal Customer,41,Business travel,Business,3582,2,2,2,2,3,4,4,2,2,2,2,5,2,3,89,54.0
59753,Male,Loyal Customer,56,Business travel,Business,2120,1,3,1,1,2,5,4,5,5,5,5,4,5,5,0,0.0
54922,Female,Loyal Customer,66,Personal Travel,Eco Plus,862,2,5,3,3,4,5,5,3,3,3,3,3,3,5,23,9.0
87830,Female,Loyal Customer,36,Business travel,Eco,143,4,3,3,3,4,4,4,4,3,1,5,3,2,4,2,0.0
120727,Male,Loyal Customer,26,Business travel,Eco Plus,90,2,5,5,5,2,2,4,2,4,2,4,1,3,2,15,11.0
55410,Male,Loyal Customer,21,Personal Travel,Eco,1290,4,5,4,5,3,4,3,3,3,3,5,4,5,3,10,0.0
122453,Male,Loyal Customer,40,Business travel,Business,1898,1,3,3,3,3,3,4,1,1,1,1,3,1,1,0,18.0
125008,Female,Loyal Customer,32,Personal Travel,Eco,184,3,3,3,3,5,3,4,5,3,2,3,2,2,5,5,13.0
13478,Male,Loyal Customer,41,Business travel,Business,3240,1,1,4,1,3,5,5,4,4,4,4,4,4,3,0,0.0
107058,Female,Loyal Customer,17,Business travel,Business,395,5,5,5,5,4,4,4,4,5,5,5,2,1,4,0,0.0
105585,Male,Loyal Customer,67,Personal Travel,Eco,577,4,2,4,2,1,4,1,1,2,1,2,4,2,1,0,0.0
110742,Female,disloyal Customer,47,Business travel,Business,990,5,4,4,4,3,5,3,3,4,5,4,4,5,3,13,10.0
115415,Female,Loyal Customer,25,Business travel,Business,3405,2,5,5,5,2,2,2,2,4,5,3,2,2,2,1,0.0
50789,Female,Loyal Customer,11,Personal Travel,Eco,326,2,1,2,3,2,2,2,2,4,3,4,4,4,2,0,0.0
109694,Female,disloyal Customer,42,Business travel,Business,802,2,2,2,4,3,2,3,3,5,2,5,3,5,3,0,0.0
86505,Female,Loyal Customer,38,Personal Travel,Eco,762,3,4,3,1,1,3,1,1,3,4,5,5,4,1,1,0.0
80713,Female,disloyal Customer,24,Business travel,Eco,920,3,3,3,3,3,3,3,3,2,3,4,2,4,3,0,0.0
42073,Male,Loyal Customer,21,Personal Travel,Eco,106,1,5,0,3,4,0,4,4,4,5,5,5,5,4,0,0.0
38604,Male,Loyal Customer,32,Business travel,Eco,231,3,3,2,3,3,4,3,3,5,4,4,4,2,3,0,0.0
83606,Male,disloyal Customer,27,Business travel,Business,409,5,5,5,1,3,5,3,3,4,5,5,3,5,3,0,0.0
62082,Male,Loyal Customer,57,Business travel,Eco Plus,2475,2,4,4,4,1,2,1,1,1,3,3,1,3,1,0,0.0
46123,Female,Loyal Customer,28,Business travel,Eco,604,4,1,1,1,4,4,4,4,2,4,4,4,5,4,0,0.0
92474,Male,Loyal Customer,31,Business travel,Business,2139,2,1,1,1,2,2,2,2,2,1,3,2,2,2,0,0.0
13184,Male,Loyal Customer,57,Business travel,Business,419,4,4,3,4,5,2,3,4,4,4,4,3,4,3,0,0.0
109488,Male,Loyal Customer,28,Business travel,Business,966,5,5,5,5,4,4,4,4,5,3,5,4,4,4,0,0.0
23786,Female,Loyal Customer,40,Business travel,Business,374,2,2,2,2,2,1,4,5,5,5,5,3,5,4,0,0.0
56475,Female,Loyal Customer,57,Business travel,Business,4963,1,1,1,1,4,4,4,3,4,5,5,4,3,4,12,0.0
11290,Female,Loyal Customer,44,Personal Travel,Eco,312,1,5,5,1,4,5,4,5,5,5,5,4,5,4,47,51.0
47983,Female,Loyal Customer,53,Personal Travel,Eco,315,3,4,3,5,4,3,1,1,1,3,1,2,1,4,0,0.0
101476,Male,disloyal Customer,37,Business travel,Business,345,2,2,2,5,5,2,5,5,5,4,4,3,4,5,0,0.0
70134,Female,Loyal Customer,17,Business travel,Business,3152,2,2,2,2,2,2,2,2,2,1,3,2,4,2,0,0.0
54233,Male,Loyal Customer,24,Business travel,Business,1222,1,1,1,1,5,5,5,5,3,2,1,4,4,5,21,26.0
5058,Male,Loyal Customer,57,Business travel,Business,3929,3,5,1,5,1,4,4,3,3,2,3,3,3,2,0,0.0
65127,Male,Loyal Customer,36,Personal Travel,Eco,247,2,1,0,2,2,0,2,2,4,2,3,1,3,2,0,0.0
116931,Female,Loyal Customer,32,Business travel,Business,325,0,0,0,2,3,3,3,3,4,3,5,5,4,3,50,43.0
125932,Female,Loyal Customer,34,Personal Travel,Eco,861,2,4,2,2,3,2,5,3,3,3,5,5,4,3,2,3.0
106306,Male,Loyal Customer,12,Business travel,Business,1851,3,2,2,2,3,3,3,3,1,3,3,1,4,3,0,0.0
35340,Female,Loyal Customer,54,Business travel,Business,1074,3,3,5,3,1,3,2,3,3,3,3,2,3,3,0,3.0
45762,Female,Loyal Customer,57,Business travel,Eco,216,3,2,2,2,1,1,3,3,3,3,3,2,3,2,0,0.0
14674,Male,Loyal Customer,58,Personal Travel,Eco,416,3,3,3,3,5,3,5,5,1,1,3,2,4,5,0,0.0
13468,Male,Loyal Customer,24,Personal Travel,Eco,491,1,0,1,1,4,1,4,4,5,5,4,5,4,4,0,0.0
73018,Female,Loyal Customer,20,Personal Travel,Eco,1096,4,3,4,1,3,4,3,3,1,1,4,5,5,3,0,0.0
128513,Male,Loyal Customer,45,Personal Travel,Eco,370,1,4,1,4,3,1,3,3,2,1,4,1,3,3,13,12.0
35060,Female,Loyal Customer,48,Business travel,Business,2812,1,4,4,4,5,4,3,1,1,1,1,3,1,2,0,0.0
119539,Male,Loyal Customer,53,Personal Travel,Eco,759,2,4,2,3,1,2,1,1,4,2,4,5,4,1,0,8.0
73662,Female,disloyal Customer,38,Business travel,Business,204,4,4,4,4,2,4,2,2,3,5,5,5,4,2,0,0.0
40064,Male,Loyal Customer,31,Personal Travel,Eco,866,3,1,3,3,4,3,4,4,3,1,3,3,3,4,0,1.0
24249,Female,Loyal Customer,33,Personal Travel,Eco,302,4,5,4,4,1,4,1,1,3,3,5,3,5,1,0,0.0
11636,Male,disloyal Customer,25,Business travel,Business,835,2,4,2,1,1,2,1,1,3,4,5,4,4,1,0,0.0
54255,Female,Loyal Customer,65,Personal Travel,Eco,1222,3,4,3,3,3,4,3,2,2,3,2,2,2,1,4,0.0
29119,Male,Loyal Customer,47,Personal Travel,Eco,954,2,1,2,3,1,2,1,1,3,3,4,3,4,1,0,0.0
109397,Male,Loyal Customer,11,Personal Travel,Eco,1046,2,4,2,5,5,2,1,5,2,4,2,2,4,5,22,5.0
2690,Female,Loyal Customer,51,Business travel,Business,3555,4,4,4,4,5,5,4,3,3,3,3,5,3,5,0,0.0
65524,Female,Loyal Customer,17,Business travel,Business,1616,1,1,1,1,5,5,5,5,2,2,3,2,3,5,0,0.0
125340,Male,Loyal Customer,51,Business travel,Business,2416,4,4,4,4,3,4,5,5,5,5,5,5,5,3,67,80.0
1913,Male,disloyal Customer,34,Business travel,Business,383,3,3,3,3,5,3,5,5,4,3,5,5,4,5,45,46.0
68960,Female,Loyal Customer,24,Business travel,Business,700,1,1,1,1,3,3,3,3,3,3,4,3,4,3,0,0.0
102679,Female,disloyal Customer,44,Business travel,Eco,255,3,1,3,4,4,3,4,4,2,2,3,1,4,4,5,11.0
51412,Female,Loyal Customer,12,Personal Travel,Eco Plus,308,2,4,2,2,1,2,1,1,1,2,5,5,5,1,0,0.0
104506,Female,Loyal Customer,19,Business travel,Business,1609,4,4,4,4,4,4,4,4,5,3,5,3,4,4,0,0.0
97895,Female,Loyal Customer,55,Business travel,Business,3635,3,3,5,3,4,5,5,4,4,4,4,3,4,5,4,22.0
76718,Female,Loyal Customer,33,Business travel,Eco Plus,547,3,3,3,3,3,3,3,3,4,4,3,4,2,3,0,0.0
13169,Female,Loyal Customer,62,Personal Travel,Eco Plus,562,2,1,2,4,2,3,3,3,3,2,3,4,3,2,16,17.0
75179,Male,disloyal Customer,34,Business travel,Eco,964,3,3,3,3,3,3,3,3,1,2,2,4,4,3,0,0.0
60806,Male,Loyal Customer,50,Business travel,Business,3002,2,3,2,2,5,4,5,5,5,5,5,4,5,5,73,68.0
9684,Male,disloyal Customer,37,Business travel,Business,277,1,1,1,4,4,1,4,4,3,1,4,1,4,4,0,0.0
45801,Female,disloyal Customer,24,Business travel,Eco,517,1,4,1,4,1,1,1,1,3,3,3,2,3,1,28,13.0
94082,Female,Loyal Customer,46,Business travel,Business,1979,0,5,0,4,3,5,4,1,1,1,1,5,1,4,0,0.0
37690,Male,Loyal Customer,44,Personal Travel,Eco,1097,3,4,3,4,4,3,5,4,1,3,3,4,3,4,74,81.0
68174,Female,Loyal Customer,25,Business travel,Business,597,3,5,4,5,3,3,3,3,2,2,4,2,4,3,0,0.0
85088,Male,Loyal Customer,53,Business travel,Business,689,4,4,4,4,4,5,4,5,5,5,5,3,5,4,0,0.0
24247,Male,Loyal Customer,45,Personal Travel,Eco,302,5,4,5,4,4,5,4,4,5,5,5,3,4,4,0,0.0
57226,Female,Loyal Customer,62,Personal Travel,Eco,1514,3,3,3,3,5,3,3,5,5,3,5,1,5,3,0,0.0
107059,Female,Loyal Customer,55,Business travel,Business,1744,4,2,2,2,4,3,3,4,4,4,4,3,4,1,0,0.0
38686,Female,Loyal Customer,58,Business travel,Eco Plus,2704,4,2,2,2,3,3,1,3,3,4,3,3,3,3,0,0.0
120408,Female,Loyal Customer,52,Business travel,Eco,337,4,2,2,2,5,2,2,4,4,4,4,3,4,3,8,45.0
82923,Female,Loyal Customer,29,Business travel,Eco Plus,594,4,2,2,2,4,4,4,4,2,5,3,4,4,4,18,0.0
102592,Female,Loyal Customer,36,Business travel,Eco Plus,258,5,4,4,4,5,5,5,5,5,2,5,5,5,5,12,9.0
25975,Female,disloyal Customer,23,Business travel,Eco Plus,946,2,0,2,4,5,2,5,5,1,3,1,1,5,5,1,9.0
13706,Male,Loyal Customer,40,Business travel,Eco Plus,483,3,3,3,3,3,3,3,3,1,4,3,2,3,3,0,0.0
62113,Female,disloyal Customer,37,Business travel,Business,2434,3,3,3,4,3,3,3,3,5,5,5,3,5,3,9,0.0
128431,Female,disloyal Customer,23,Business travel,Business,370,4,4,4,5,4,4,4,4,4,5,5,4,5,4,0,0.0
80062,Female,Loyal Customer,12,Personal Travel,Eco,1076,2,2,2,4,5,2,5,5,3,5,3,3,3,5,1,0.0
113064,Female,Loyal Customer,39,Business travel,Business,2083,2,2,2,2,5,4,4,4,4,4,4,5,4,4,0,0.0
112705,Female,disloyal Customer,22,Business travel,Eco,671,3,3,3,4,3,3,4,3,4,2,3,1,3,3,31,15.0
17492,Female,disloyal Customer,40,Business travel,Business,341,2,2,2,3,2,2,2,2,5,1,3,1,3,2,0,0.0
98211,Male,Loyal Customer,67,Personal Travel,Business,842,1,3,1,4,3,4,3,1,1,1,3,2,1,4,24,8.0
81581,Female,Loyal Customer,30,Business travel,Business,3178,4,4,5,4,3,3,3,3,3,2,5,5,4,3,13,0.0
10307,Female,disloyal Customer,33,Business travel,Business,216,1,1,1,1,2,1,2,2,5,2,5,4,4,2,10,0.0
69684,Male,Loyal Customer,37,Business travel,Eco Plus,569,2,5,5,5,2,2,2,2,3,3,4,3,4,2,0,0.0
82665,Female,Loyal Customer,32,Personal Travel,Eco,120,1,2,1,4,5,1,5,5,2,4,3,1,3,5,0,0.0
7775,Female,Loyal Customer,55,Business travel,Eco,680,4,2,4,4,2,3,1,4,4,4,4,5,4,1,0,4.0
101320,Male,Loyal Customer,48,Business travel,Business,2687,5,5,5,5,4,5,3,5,5,5,5,4,5,2,8,0.0
256,Male,disloyal Customer,22,Business travel,Business,612,5,4,5,1,2,5,2,2,5,3,5,3,5,2,92,99.0
31376,Male,Loyal Customer,68,Personal Travel,Eco,977,2,4,2,3,2,2,4,2,4,4,4,3,5,2,0,0.0
62581,Male,Loyal Customer,44,Business travel,Eco,1744,2,1,2,2,2,2,2,2,1,4,4,2,4,2,0,0.0
128980,Male,Loyal Customer,68,Personal Travel,Eco,236,3,3,3,4,2,3,2,2,1,3,5,1,1,2,0,0.0
127791,Female,disloyal Customer,28,Business travel,Business,1262,2,2,2,5,3,2,3,3,3,5,5,5,4,3,0,0.0
24755,Female,disloyal Customer,20,Business travel,Eco,447,2,0,2,4,5,2,5,5,5,1,3,3,2,5,0,0.0
121642,Male,Loyal Customer,19,Business travel,Eco Plus,936,4,4,4,4,4,4,4,4,5,3,5,1,3,4,0,1.0
121313,Male,disloyal Customer,21,Business travel,Eco,1009,4,4,4,3,1,4,3,1,3,1,4,3,4,1,0,0.0
13477,Male,Loyal Customer,49,Personal Travel,Eco Plus,409,2,5,2,1,4,2,4,4,4,1,2,2,5,4,0,0.0
49646,Female,Loyal Customer,56,Business travel,Business,1663,5,5,5,5,2,2,4,4,4,4,5,2,4,1,4,11.0
85192,Male,disloyal Customer,21,Business travel,Eco,696,1,1,1,4,4,1,4,4,5,5,4,3,5,4,0,0.0
56774,Female,Loyal Customer,18,Personal Travel,Eco Plus,1065,3,5,3,1,3,3,3,3,3,4,5,5,5,3,0,2.0
38185,Female,Loyal Customer,23,Personal Travel,Eco,1010,3,4,3,4,5,3,5,5,3,5,4,1,3,5,0,0.0
16845,Female,Loyal Customer,46,Business travel,Eco Plus,645,5,2,2,2,3,4,4,5,5,5,5,4,5,2,0,0.0
35234,Female,disloyal Customer,25,Business travel,Eco,1076,4,4,4,3,3,4,3,3,2,2,2,2,3,3,2,0.0
15486,Male,Loyal Customer,38,Personal Travel,Eco,399,4,4,3,1,5,3,5,5,4,5,5,3,4,5,0,0.0
106120,Female,Loyal Customer,60,Business travel,Business,2266,3,3,3,3,3,5,5,5,5,5,5,5,5,3,0,0.0
12566,Male,Loyal Customer,15,Business travel,Eco Plus,871,4,5,5,5,4,4,3,4,3,1,3,4,2,4,21,15.0
20693,Male,disloyal Customer,28,Business travel,Eco,584,2,4,2,1,2,2,2,5,1,3,5,2,5,2,209,207.0
30181,Female,Loyal Customer,35,Business travel,Eco Plus,253,3,3,3,3,3,2,3,3,5,1,2,1,1,3,19,17.0
26168,Female,Loyal Customer,59,Business travel,Business,1819,4,4,4,4,3,1,3,4,4,4,4,3,4,5,32,14.0
101382,Female,Loyal Customer,38,Business travel,Business,486,1,1,2,1,2,4,4,5,5,5,5,5,5,4,11,2.0
112578,Female,Loyal Customer,56,Business travel,Business,602,5,5,5,5,3,5,4,5,5,5,5,3,5,3,0,0.0
2909,Female,Loyal Customer,19,Personal Travel,Eco,409,3,4,3,2,3,3,3,3,5,4,5,4,5,3,0,0.0
13995,Male,Loyal Customer,51,Business travel,Business,1676,5,5,5,5,1,2,2,5,5,5,3,2,5,4,0,0.0
80298,Female,Loyal Customer,46,Business travel,Business,3831,2,1,1,1,5,3,3,2,2,2,2,2,2,1,21,0.0
6886,Female,Loyal Customer,44,Business travel,Business,3931,5,5,5,5,2,4,4,5,5,5,5,3,5,4,28,43.0
8340,Female,disloyal Customer,25,Business travel,Business,661,5,4,5,1,1,5,1,1,5,4,4,5,5,1,0,0.0
6249,Female,Loyal Customer,45,Personal Travel,Eco,413,3,4,5,3,2,5,5,5,5,5,5,4,5,3,82,85.0
28235,Male,disloyal Customer,10,Business travel,Eco,1009,2,3,3,3,3,3,3,3,4,2,2,1,3,3,0,0.0
4424,Male,disloyal Customer,34,Business travel,Business,762,4,4,4,4,5,4,5,5,4,4,4,4,5,5,0,0.0
71661,Female,Loyal Customer,58,Personal Travel,Eco,1197,2,3,2,4,2,4,1,3,3,2,3,5,3,1,5,0.0
81203,Male,Loyal Customer,42,Business travel,Business,1426,1,1,1,1,5,4,5,2,2,2,2,5,2,5,0,3.0
29568,Female,Loyal Customer,42,Business travel,Eco,680,4,2,2,2,4,4,3,4,4,4,4,1,4,2,0,0.0
7791,Male,Loyal Customer,44,Business travel,Business,3867,2,2,3,2,2,4,4,5,5,4,5,5,5,5,105,105.0
35137,Female,disloyal Customer,25,Business travel,Eco,1069,2,2,2,1,2,2,1,2,3,3,3,4,4,2,92,57.0
106595,Female,Loyal Customer,46,Business travel,Business,986,2,2,2,2,3,4,5,3,3,4,3,5,3,5,47,41.0
22589,Male,Loyal Customer,30,Business travel,Business,1686,3,5,5,5,3,3,3,3,2,4,4,2,3,3,0,0.0
66975,Female,disloyal Customer,26,Business travel,Business,985,2,2,2,4,2,2,2,2,4,3,5,4,5,2,0,0.0
121888,Male,Loyal Customer,46,Personal Travel,Eco,366,1,4,1,2,3,1,1,3,1,1,2,3,5,3,0,0.0
110033,Male,disloyal Customer,49,Business travel,Business,1984,3,3,3,1,5,3,5,5,5,3,4,3,5,5,0,0.0
9116,Female,disloyal Customer,22,Business travel,Eco,765,3,3,3,4,2,3,2,2,4,2,5,4,5,2,0,0.0
73052,Female,Loyal Customer,38,Business travel,Business,1089,4,4,4,4,3,4,4,3,3,4,3,4,3,3,0,0.0
27222,Male,Loyal Customer,39,Business travel,Business,1024,1,1,1,1,4,4,5,2,2,2,2,2,2,5,0,0.0
44895,Female,Loyal Customer,10,Business travel,Eco,536,3,1,1,1,3,4,3,3,1,3,4,4,3,3,0,0.0
62258,Male,Loyal Customer,9,Business travel,Eco Plus,2565,2,3,3,3,2,3,2,2,2,5,2,3,3,2,108,99.0
23739,Female,disloyal Customer,23,Business travel,Eco,639,3,0,3,1,1,3,1,1,4,1,3,2,5,1,4,10.0
102082,Male,disloyal Customer,32,Business travel,Business,223,4,3,3,5,5,3,5,5,3,4,5,3,5,5,26,21.0
22681,Female,disloyal Customer,21,Business travel,Business,589,5,4,5,4,3,4,3,3,2,4,1,2,2,3,0,0.0
52056,Male,Loyal Customer,48,Business travel,Business,2378,3,3,3,3,4,5,5,4,4,4,4,5,4,4,0,0.0
112418,Female,Loyal Customer,54,Business travel,Business,3616,4,2,2,2,4,4,4,4,4,4,4,4,4,2,42,23.0
47255,Male,Loyal Customer,47,Business travel,Business,590,1,4,4,4,1,2,2,1,1,1,1,1,1,1,75,72.0
87442,Female,Loyal Customer,48,Business travel,Business,304,2,2,4,2,4,5,4,5,5,5,5,4,5,3,33,27.0
119780,Female,Loyal Customer,7,Personal Travel,Business,912,2,4,2,3,4,2,4,4,4,5,4,4,5,4,0,17.0
93312,Male,Loyal Customer,37,Personal Travel,Eco,1733,2,4,2,5,1,2,1,1,4,4,4,5,5,1,0,1.0
